SEARCH,SEARCH_TYPE,WOS_ID,TITLE,DOI,EXTRACTED_BY,Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,,,
Search_40,Control,WOS_000232979300003,Effects of simulated winter browsing on mountain birch foliar chemistry and on the performance of insect herbivores,10.1111/j.0030-1299.2005.13781.x,Emma_scrape,J,"Riipi, M; Lempa, K; Haukioja, E; Ossipov, V; Pihlaja, K",,,,"Riipi, M; Lempa, K; Haukioja, E; Ossipov, V; Pihlaja, K",,,,OIKOS,,,English,Article,,,,,,,EPIRRITA-AUTUMNATA LEPIDOPTERA; PUBESCENS SSP TORTUOSA; SHOOT ORGANOGENESIS; BETULA-PAPYRIFERA; WOODY-PLANTS; BODY-SIZE; GROWTH; LEAVES; PHENOLICS; QUALITY,"Winter browsing by mammalian herbivores is known to induce a variety of morphological and physiological changes in plants. Browsing has been suggested to decrease the carbohydrate reserves in woody plants, which might lead to reduced tannin production in leaves during the following summer, and consequently, to increased herbivore damage on leaves. We conducted a clipping experiment with mature mountain birch trees and measured the effects of clipping on birch growth, leaf chemistry and toughness, as well as on the performance of insect herbivores. Leaves grew larger and heavier per unit area in the clipped ramets and had a higher content of proteins than leaves in the control trees. Clipping treatment did not affect the total content of sugars in the leaves (mg g(-1)), suggesting that a moderate level of clipping did not significantly reduce the carbohydrate pools of fully-grown mountain birch trees. Furthermore, the contents of proanthocyanidins (condensed tannins) and gallotannins were slightly higher in the leaves of clipped ramets, contrary to the hypothesis of reduced tannin production. The effects of clipping treatment on leaf and shoot growth and on foliar chemistry were mainly restricted to the clipped ramets, without spreading to untreated ramets within the same tree individual. The effects of clipping on leaf characters varied during the growing season; for instance, leaf toughness in clipped ramets was higher than toughness in control trees and ramets only when leaves were mature. Accordingly, clipping had inconsistent effects on insect herbivores feeding at different times of the growing season. The generally small impact of clipping on herbivore performance suggests that the low intensity of natural browsing at the study area, simulated by our clipping treatment, does not have strong consequences for the population dynamics of insect herbivores on mountain birch via enhanced population growth caused by browsing-induced changes in food quality.","Turku Univ, Subarct Res Stn, FIN-20014 Turku, Finland; Turku Univ, Dept Chem, FIN-20014 Turku, Finland","Riipi, M (corresponding author), Turku Univ, Subarct Res Stn, FIN-20014 Turku, Finland.",mariipi@utu.fi,"Ossipov, Vladimir/M-2717-2016","Ossipov, Vladimir/0000-0002-8383-9965",,,,50,20,20,0,18,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0030-1299,1600-0706,,OIKOS,Oikos,NOV,2005,111,2,,,,,221,234,,,,14,Ecology,Environmental Sciences & Ecology,979XU,,,,,9/23/21,,9/23/21
Search_41,Control,WOS_A1987J530200021,"THE EFFECT OF A PREDATORY LEECH, NEPHELOPSIS-OBSCURA, ON MORTALITY, GROWTH, AND PRODUCTION OF CHIRONOMID LARVAE IN A SMALL POND",10.1007/BF00376989,Emma_scrape,J,"RASMUSSEN, JB",,,,"RASMUSSEN, JB",,,,OECOLOGIA,,,English,Article,,,,,,,,,,"RASMUSSEN, JB (corresponding author), UNIV CALGARY,DEPT BIOL,CALGARY T2N 1N4,ALBERTA,CANADA.",,,,,,,23,5,5,0,1,SPRINGER VERLAG,NEW YORK,"175 FIFTH AVE, NEW YORK, NY 10010",0029-8549,,,OECOLOGIA,Oecologia,AUG,1987,73,1,,,,,133,138,,,,6,Ecology,Environmental Sciences & Ecology,J5302,28311417,,,,9/23/21,,9/23/21
Search_42,Control,WOS_000247730800016,Collapse of a pollination web in small conservation areas,10.1890/06-1383.1,Emma_scrape,J,"Pauw, A",,,,"Pauw, Anton",,,,ECOLOGY,,,English,Article,,,,,,cascade effects; conservation; fire ecology; habitat fragmentation; mutualism disruption; Orchidaceae; pollen limitation; pollination web; Pterygodium catholicum; Rediviva peringueyi; South Africa,ANIMAL MUTUALISTIC NETWORKS; HABITAT FRAGMENTATION; PLANT REPRODUCTION; SOUTH-AFRICA; POLLEN LIMITATION; WESTERN CAPE; DESERT BEE; EXTINCTION; SPECIALIZATION; SUSCEPTIBILITY,"A suspected global decline in pollinators has heightened interest in their ecological significance. In a worst-case scenario, the decline of generalist pollinators is predicted to trigger cascades of linked declines among the multiple specialist plant species to which they are linked, but this has not been documented. I Studied a portion of a pollination web involving a generalist pollinator, the oil-collecting bee Rediviva peringueyi, and a community of oil-secreting plants. Across 27 established conservation areas located in the Cape Floral Region, I found substantial variation in the bees' occurrence in relation to soil type and the successional stage of the vegetation. Anthropogenic declines were detectable against this background of naturally occurring variation: R. peringueyi was absent from small conservation areas (<385 ha) in an urban matrix. In the absence of the bee, seed set failed in six specialist plant species that are pollinated only by R. peringueyi but remained high in a pollination generalist, which had replacement pollinators. The findings are consistent with theoretical predictions of the importance of generalist pollinators in maintaining the structure of pollination webs.","Univ Stellenbosch, Dept Bot & Zool, ZA-7602 Matieland, South Africa","Pauw, A (corresponding author), Univ Stellenbosch, Dept Bot & Zool, Private Bag 11, ZA-7602 Matieland, South Africa.",apauw@sun.ac.za,"Pauw, Anton/A-6126-2008","Pauw, Anton/0000-0002-4012-648X",,,,51,134,142,5,129,ECOLOGICAL SOC AMER,WASHINGTON,"1707 H ST NW, STE 400, WASHINGTON, DC 20006-3915 USA",0012-9658,,,ECOLOGY,Ecology,JUL,2007,88,7,,,,,1759,1769,,,,11,Ecology,Environmental Sciences & Ecology,185SN,17645022,,,,9/23/21,,9/23/21
Search_43,Control,WOS_000258174100009,Independent and interactive effects of a top and an intermediate fish species on the food web structure of a tropical stream,10.1556/ComEc.9.2008.1.9,Emma_scrape,J,"Motta, RL; Uieda, VS",,,,"Motta, R. L.; Uieda, V. S.",,,,COMMUNITY ECOLOGY,,,English,Article,,,,,,experimental manipulation; indirect effects; macroinvertebrates; predation; strong effects; trophic cascade; trophic levels,TROPHIC CASCADES; LAKE; CONSEQUENCES; PATTERNS; PRODUCTIVITY; RESOLUTION; PREDATORS; SHRIMP,"Two fish species, one top predator (Imparfinis mirini) and one intermediate detritivorous species (Hisonotus depressicauda), were experimentally manipulated to evaluate their relative importance in structuring the periphytic community, as well as their effects on the other trophic levels. An enclosure experiment was conducted in the Potreirinho creek, a second order tributary of Paranapanema River, SE Brazil. Five treatments were used: enclosure of the predator species. enclosure of the detritivorous species, enclosure of both together, exclusion of all fish species (closed control cage), and cage open to all fish community, (open control). Through direct and indirect effects, I. mirini, when alone gave rise to a trophic cascade that resulted in a positive effect on algal resources. Through direct effects, H. depressicauda. when alone, reduced the amount of organic matter, resulting in a positive indirect effect on algae. In addition, when the two species were enclosed together, only the effects determined by the detritivorous species were present. The results indicate the important role of the intermediate detritivorous species in the maintenance of the composition and trophic structure of the analyzed community by reducing the effects caused by the top predator.","[Uieda, V. S.] UNESP, Dept Zool, State Univ Sao Paulo, BR-1861800 Botucatu, SP, Brazil; [Motta, R. L.] FIRA, Dept Biol, Fac Avare, BR-18700902 Avare, SP, Brazil","Uieda, VS (corresponding author), UNESP, Dept Zool, State Univ Sao Paulo, CP 510, BR-1861800 Botucatu, SP, Brazil.",motta_rl@ig.com.br; vsuieda@ibb.unesp.br,"Uieda, Virginia Sanches/H-9490-2012","Uieda, Virginia Sanches/0000-0002-6078-1342",,,,60,1,2,0,10,SPRINGER HEIDELBERG,HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",1585-8553,1588-2756,,COMMUNITY ECOL,Community Ecol.,JUN,2008,9,1,,,,,73,82,,,,10,Ecology,Environmental Sciences & Ecology,333TA,,,,,9/23/21,,9/23/21
Search_44,Control,WOS_000184955500018,"Functional equivalence of non-lethal effects: generalized fish avoidance determines distribution of gray treefrog, Hyla chrysoscelis, larvae",10.1034/j.1600-0706.2003.12483.x,Emma_scrape,J,"Binckley, CA; Resetarits, WJ",,,,"Binckley, CA; Resetarits, WJ",,,,OIKOS,,,English,Article,,,,,,,HOST-PLANT-SELECTION; OVIPOSITION SITE; PREDATION RISK; HABITAT; FROGS; CONSEQUENCES; ASSEMBLAGES; ECOLOGY; ROLES; SALAMANDERS,"How patterns of prey abundance are generated determines how predation influences population and community level dynamics. We investigated how a natural population of ovipositing treefrogs, Hyla chrysoscelis, partitioned their eggs amongst experimental ponds differing in the non-lethal presence of five fish predators, each representing a distinct family. Four fish predators were functionally equivalent in terms of the behavioral response they induced in H. chrysoscelis females and hence the distribution of larval H. chrysoscelis. Mean number of H. chrysoscelis eggs deposited was significantly decreased by the mere presence of these predators relative to controls, with three species eliciting a complete avoidance (e.g. no eggs deposited). One fish predator, Aphredoderus sayanus, was statistically indistinguishable from the control treatment. These data mimic patterns of species distribution observed in nature in response to the presence of fish, but suggest an alternative mechanism for generating patterns of prey abundance amongst habitats differing in their predator composition. Furthermore, our results expand the importance of predator induced non-lethal effects as a process that could dramatically affect population and community level dynamics.","Old Dominion Univ, Dept Biol Sci, Norfolk, VA 23529 USA","Binckley, CA (corresponding author), Old Dominion Univ, Dept Biol Sci, Norfolk, VA 23529 USA.",cbinc001@odu.edu,,,,,,72,66,70,0,23,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0030-1299,1600-0706,,OIKOS,Oikos,SEP,2003,102,3,,,,,623,629,,,,7,Ecology,Environmental Sciences & Ecology,715DP,,,,,9/23/21,,9/23/21
Search_45,Control,WOS_000183394200006,"Modeling carbon sequestration in afforestation, agroforestry and forest management projects: the CO2FIX V.2 approach",10.1016/S0304-3800(02)00419-2,Emma_scrape,J,"Masera, OR; Garza-Caligaris, JF; Kanninen, M; Karjalainen, T; Liski, J; Nabuurs, GJ; Pussinen, A; de Jong, BHJ; Mohren, GMJ",,,,"Masera, OR; Garza-Caligaris, JF; Kanninen, M; Karjalainen, T; Liski, J; Nabuurs, GJ; Pussinen, A; de Jong, BHJ; Mohren, GMJ",,,,ECOLOGICAL MODELLING,,,English,Article,,,,,,model; forests; carbon sequestration; forest management; afforestation; agroforestry; Kyoto protocol,DECOMPOSITION RATES; ORGANIC-CARBON; CLIMATE-CHANGE; WOOD PRODUCTS; GROWTH-MODEL; SOIL; LITTER; SECTOR; STANDS; DYNAMICS,"The paper describes the Version 2 of the CO2FIX (CO2FIX V.2) model, a user-friendly tool for dynamically estimating the carbon sequestration potential of forest management, agroforesty and afforestation projects. CO2FIX V.2 is a multi-cohort ecosystem-level model based on carbon accounting of forest stands, including forest biomass, soils and products. Carbon stored in living biomass is estimated with a forest cohort model that allows for competition, natural mortality, logging, and mortality due to logging damage. Soil carbon is modeled using five stock pools, three for litter and two for humus. The dynamics of carbon stored in wood products is simulated with a set of pools for short-, medium- and long-lived products, and includes processing efficiency, re-use of by-products, recycling, and disposal forms. The CO2FIX V.2 model estimates total carbon balance of alternative management regimes in both even and uneven-aged forests, and thus has a wide applicability for both temperate and tropical conditions. Results for the model testing and validation in selected temperate and tropical forest management systems are presented and discussed. (C) 2003 Elsevier Science B.V. All rights reserved.","Univ Nacl Autonoma Mexico, Inst Ecol, Morelia 58089, Michoacan, Mexico; CATIE, Turrialba 7170, Costa Rica; European Forest Inst, FIN-80100 Joensuu, Finland; ALTERRA, NL-6700 AA Wageningen, Netherlands; El Colegio Frontera Sur, Villahermosa, Tab, Mexico; Wageningen Univ, Forest Ecol & Forest Management Grp, Dept Environm Sci, NL-6700 AH Wageningen, Netherlands; Finnish Forest Res Inst, FIN-80101 Joensuu, Finland","Masera, OR (corresponding author), Univ Nacl Autonoma Mexico, Inst Ecol, AP 27-3,Xangari, Morelia 58089, Michoacan, Mexico.",omasera@oikos.unam.mx,"Kanninen, Markku T/S-7684-2016; de Jong, Ben/A-1996-2016; Kanninen, Markku/AAW-9606-2021; Mohren, Godefridus M.J./C-5608-2015; Liski, Jari/O-8494-2016","Kanninen, Markku T/0000-0002-5708-9443; de Jong, Ben/0000-0002-3264-2759; Kanninen, Markku/0000-0002-5708-9443; Mohren, Godefridus M.J./0000-0002-7004-4602; Liski, Jari/0000-0002-0847-8207",,,,62,189,206,2,84,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0304-3800,1872-7026,,ECOL MODEL,Ecol. Model.,15-Jun,2003,164,3-Feb,,,,,177,199,,,,23,Ecology,Environmental Sciences & Ecology,687TZ,,,,,9/23/21,,9/23/21
Search_46,Control,WOS_000530559500002,Use of inductively coupled plasma optical emission spectrometry detection in determination of arsenic bioaccumulation in Trifolium pratense L. from contaminated soil,10.12775/EQ.2020.003,Emma_scrape,J,"Ziarati, P; Vambol, V; Vambol, S",,,,"Ziarati, Parisa; Vambol, Viola; Vambol, Sergij",,,,ECOLOGICAL QUESTIONS,,,English,Article,,,,,,Phytoremediation; arsenic; contaminated soil; bioaccumulation; spectrometry,HEAVY-METALS; RED-CLOVER; PHYTOREMEDIATION; ACCUMULATION; RESISTANT; TOXICITY; PLANTS,"Increment of arsenic (As) in soil, a highly poisonous element, is a considerably important issue nowadays due to its danger of entry to the environmental cycles and food contamination. Bioaccumulation properties of many plants have been studied, although a very few reveal as a proper bioaccumulator plant for As. The Red clover, Trifolium pratense L. geographically widespread. The aim was conducted in order to determine the potential ability of this plant for cleaning up contaminated soil. Food grown on such lands usually contains heavy metals. Phytoremediation treatment of the soil prevents their entry into food, because it reduces the concentration of pollutants. Eighty-five Red clover one month old plants were grown in a nursery until transplant into the contaminated soil by inorganic As. Leaves and roots of 60 of plants sample were taken separately in every ten day during 60 days and analysed by ICP-OES while 25 samples were kept in different pH (8-4) in contaminated soil samples. Mean values of inorganic As(V) and As(III) in shoots and roots of plants were determined, and the statistical approaches were used for establishing the differences Bioaccumulation factor was calculated for As contents of plant parts for every 10 days. The soil arsenic level (19.09 mg/kg) higher than the global average (10.0 mg/kg), but within the maximum acceptable limit for agricultural soil (20.0 mg/kg) recommended by the European Union after 10 days. The lowest mean arsenic concentration was found after 40 days of cultivation of plant in pH=6 (1.01 mg/kg). It was observed that Red clover had suitable ability for phytoextraction method and soil recovery more Arsenic in pH<7 after 20-30 days of growth. The rate of As uptake by Red clover was significantly affected by the grown days after cultivated in contaminated treated (p<0.05) and pH of soil while up-taking in pH=6 (p-value <0.05).","[Ziarati, Parisa] Islamic Azad Univ, Tehran Med Sci, Nutr & Food Sci Res Ctr, Tehran, Iran; [Vambol, Viola] Publ Agcy Natl Sci & Res Inst Ind Safety & Occupa, Kiev, Ukraine; [Vambol, Sergij] Kharkiv Petro Vasylenko Natl Tech Univ Agr, Kharkiv, Ukraine","Ziarati, P (corresponding author), Islamic Azad Univ, Tehran Med Sci, Nutr & Food Sci Res Ctr, Tehran, Iran.",ziarati.p@iaups.ac.ir,,,"Nutrition and Food Sciences Research Center, Tehran Medical Sciences, Islamic Azad University","Supports from Nutrition and Food Sciences Research Center, Tehran Medical Sciences, Islamic Azad University is gratefully acknowledged.",,20,1,1,0,0,WYDAWNICTWO UNIWERSYTETU MIKOLAJA KOPERNIKA,TORUN,"UL. GAGARINA 39, TORUN, 87-100, POLAND",1644-7298,2083-5469,,ECOL QUEST,Ecol. Quest.,,2020,31,1,,,,,15,21,,,,7,Ecology,Environmental Sciences & Ecology,LK0OQ,,gold,,,9/23/21,,9/23/21
Search_47,Control,WOS_000402058100016,The effect of ambient temperature on glucocorticoid level in the Amur tiger (Panthera tigris altaica),10.1134/S1067413617030079,Emma_scrape,J,"Ivanov, EA; Rozhnov, VV; Naidenko, SV",,,,"Ivanov, E. A.; Rozhnov, V. V.; Naidenko, S. V.",,,,RUSSIAN JOURNAL OF ECOLOGY,,,English,Article,,,,,,Amur tiger; adaptation; temperature; glucocorticoids; animal well-being,FECAL CORTISOL-LEVELS; ZOO VISITORS; LYNX-LYNX; STRESS; METABOLISM; CAPTIVITY; BEHAVIOR; HUMANS; STATE; WILD,,"[Ivanov, E. A.; Rozhnov, V. V.; Naidenko, S. V.] Russian Acad Sci, Severtsov Inst Ecol & Evolut, Moscow 119071, Russia; [Rozhnov, V. V.] Tomsk State Univ, Tomsk 634050, Russia","Rozhnov, VV (corresponding author), Russian Acad Sci, Severtsov Inst Ecol & Evolut, Moscow 119071, Russia.; Rozhnov, VV (corresponding author), Tomsk State Univ, Tomsk 634050, Russia.",rozhnov.v@gmail.com,"Ivanov, Evgeny/AAU-8274-2021","Ivanov, Evgeny/0000-0002-6587-6674; Rozhnov, Viatcheslav/0000-0002-2142-0763",Russian Foundation for Basic ResearchRussian Foundation for Basic Research (RFBR) [16-54-45017 IND_a]; Russian Geographical Society,This study was supported by the Russian Foundation for Basic Research (project no. 16-54-45017 IND_a) and the Russian Geographical Society.,,30,2,2,0,28,MAIK NAUKA/INTERPERIODICA/SPRINGER,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013-1578 USA",1067-4136,1608-3334,,RUSS J ECOL+,Russ. J. Ecol.,MAY,2017,48,3,,,,,294,297,,,,4,Ecology,Environmental Sciences & Ecology,EV8TX,,,,,9/23/21,,9/23/21
Search_48,Control,WOS_000285365800010,Interference of host plant morphology and phenology and their correlation with abundance patterns of the leaf galling sawfly Pontania proxima,10.1007/s10144-010-0215-8,Emma_scrape,J,"Kehl, A; Rambold, G",,,,"Kehl, Alexandra; Rambold, Gerhard",,,,POPULATION ECOLOGY,,,,,,,,,,,,,,,,"Rambold, Gerhard/E-6557-2011",,,,,,,,,,,,,1438-3896,,,,,JAN,2011,53,1,,,,,81,88,,,,,,,,,,,,,,9/23/21
Search_49,Control,WOS_000351470100015,Commentary: Parental care and the proximate links between maternal effects and offspring fitness,10.1007/s00442-015-3266-x,Emma_scrape,J,"Dugas, MB",,,,"Dugas, Matthew B.",,,,OECOLOGIA,,,English,Editorial Material,,,,,,Begging; Carotenoids; Inclusive fitness; Maternal effects; Offspring-parent communication; Parent-offspring conflict,NESTLING GREAT TITS; MOUTH COLORATION; CAROTENOID SUPPLEMENTATION; PLUMAGE COLORATION; SIGNALS; YOLK; REFLECTANCE; FAVOURITISM; INFECTION; SURVIVAL,"Maternal effects influence the phenotype of offspring through non-genetic mechanisms, and thus are important components of individual life-histories and act as drivers of and/or constraints on phenotypic evolution. A maternal effect common in egg-laying vertebrates is provisioning of the yolk with carotenoids, organic pigments that often color sexual ornaments and are hypothesized to play positive and substantial physiological roles. In a recent study, yolks of great tit (Parus major) eggs were directly supplemented with carotenoids, and the effects on offspring fitness proxies measured (Marri and Richner in Oecologia 176:371-377, 2014a). Nestlings from supplemented broods were heavier early in development and more likely to fledge, but otherwise equivalent to control nestlings. The authors consider in detail the potential physiological mechanisms that might underlie this result, and here I expand on their Discussion by considering a non-exclusive explanation: that parents provided higher quality care to broods that received supplemental carotenoids. I discuss the general non-independence of pre- and post-hatching/parturition maternal effects when parents care for offspring, and then briefly review evidence that carotenoids specifically are tied to the intensity of avian begging displays. Finally, I detail how inclusive fitness opportunities and constraints shape the adaptive landscape in which maternal effects operate, highlighting both theoretical and applied concerns surrounding questions about the adaptiveness of maternal effects.","Case Western Reserve Univ, Dept Biol, Cleveland, OH 44106 USA","Dugas, MB (corresponding author), Case Western Reserve Univ, Dept Biol, DeGrace Hall,2080 Adelbert Rd, Cleveland, OH 44106 USA.",matthew.b.dugas@gmail.com,,,,,,41,3,3,1,44,SPRINGER,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013 USA",0029-8549,1432-1939,,OECOLOGIA,Oecologia,APR,2015,177,4,,,,,1089,1092,,,,4,Ecology,Environmental Sciences & Ecology,CE0CD,25694043,,,,9/23/21,,
Search_50,Control,WOS_000459020800004,A comparison of joint species distribution models for presence-absence data,10.1111/2041-210X.13106,Emma_scrape,J,"Wilkinson, DP; Golding, N; Guillera-Arroita, G; Tingley, R; McCarthy, MA",,,,"Wilkinson, David P.; Golding, Nick; Guillera-Arroita, Gurutzeta; Tingley, Reid; McCarthy, Michael A.",,,,METHODS IN ECOLOGY AND EVOLUTION,,,English,Article,,,,,,biotic interactions; community assembly; hierarchical models; joint species distribution model; latent factors; presence-absence; residual correlation,BIOTIC INTERACTIONS; COOCCURRENCE; MULTIVARIATE; PARAMETERIZATION; COMMUNITIES; PREDICTION; ORDINATION; PATTERNS; ECOLOGY,"Joint species distribution models (JSDMs) account for biotic interactions and missing environmental predictors in correlative species distribution models. Several different JSDMs have been proposed in the literature, but the use of different or conflicting nomenclature and statistical notation potentially obscures similarities and differences among them. Furthermore, new JSDM implementations have been illustrated with different case studies, preventing direct comparisons of computational and statistical performance. We aim to resolve these outstanding issues by (a) highlighting similarities among seven presence-absence JSDMs using a clearly defined, singular notation; and (b) evaluating the computational and statistical performance of each JSDM using six datasets that vary widely in numbers of sites, species, and environmental covariates considered. Our singular notation shows that many of the JSDMs are very similar, and in turn parameter estimates of different JSDMs are moderate to strongly, positively correlated. In contrast, the different JSDMs clearly differ in computational efficiency and memory limitations. Our framework will allow ecologists to make educated decisions about the JSDM that best suits their objective, and enable wider uptake of JSDM methods among the ecological community.","[Wilkinson, David P.; Golding, Nick; Guillera-Arroita, Gurutzeta; Tingley, Reid; McCarthy, Michael A.] Univ Melbourne, Sch BioSci, Parkville, Vic, Australia","Wilkinson, DP (corresponding author), Univ Melbourne, Sch BioSci, Parkville, Vic, Australia.",davidpw@student.unimelb.edu.au,"Golding, Nick/ABD-1572-2020; Wilkinson, David/AAH-2705-2020; Guillera-Arroita, Gurutzeta/F-7461-2015; McCarthy, Michael/O-5655-2014","Wilkinson, David/0000-0002-9560-6499; Guillera-Arroita, Gurutzeta/0000-0002-8387-5739; Golding, Nick/0000-0001-8916-5570; McCarthy, Michael/0000-0003-1039-7980; Tingley, Reid/0000-0002-7630-7434","Australian Government Research Training ProgramAustralian Government; University of MelbourneUniversity of Melbourne; Australian Research CouncilAustralian Research Council [DE160100904, DE170100601]","Australian Government Research Training Program; University of Melbourne; Australian Research Council, Grant/Award Number: DE160100904 and DE170100601",,53,24,24,6,54,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",2041-210X,2041-2096,,METHODS ECOL EVOL,Methods Ecol. Evol.,FEB,2019,10,2,,,,,198,211,,,,14,Ecology,Environmental Sciences & Ecology,HL8VN,,"Bronze, Green Published",,,9/23/21,,9/23/21
Search_51,Control,WOS_000373376100007,Trophic factor during the transition of peled (Coregonus peled Gmelin) larvae to active feeding in their native range,10.1134/S1067413616020041,Emma_scrape,J,"Bogdanov, VD; Bogdanova, EN",,,,"Bogdanov, V. D.; Bogdanova, E. N.",,,,RUSSIAN JOURNAL OF ECOLOGY,,,English,Article,,,,,,early peled larvae; endogenous; mixed; exogenous feeding; trophic factor; biotic and abiotic conditions; survival rate; floodplain water body; the Severnaya Sosva River (a tributary of the lower Ob),,"With regard to published data on the ecology of early peled larvae acclimated in lakes or reared under experimental or fish farm conditions, interannual variability of feeding and environmental conditions during the transition to exogenous feeding has been demonstrated for peled larvae in a control water body located in the floodplain of the main spawning tributary of the lower Ob River. The conditions that govern exogenous food consumption by early peled larvae and largely determine the fate of a given generation depend on both biotic (the concentration of food organisms) and abiotic factors (wind regime). The trophic optimum during the transition of larvae to exogenous feeding, which ensures the level of gut filling sufficient for their survival and growth in the control water body, is determined by a complex of natural events. The results of this study may be extrapolated to the entire native range of the Ob River peled population and used for planning the release of peled larvae into natural water bodies of Western Siberia to compensate for losses to their biological resources.","[Bogdanov, V. D.; Bogdanova, E. N.] Russian Acad Sci, Ural Branch, Inst Plant & Anim Ecol, Ul Vosmogo Marta 202, Ekaterinburg 620144, Russia","Bogdanov, VD (corresponding author), Russian Acad Sci, Ural Branch, Inst Plant & Anim Ecol, Ul Vosmogo Marta 202, Ekaterinburg 620144, Russia.",bogdanov@ipae.uran.ru,"Bogdanov, Vladimir/AAB-8619-2021",,"Basic Research Program of the Presidium of the Russian Academy of SciencesRussian Academy of Sciences [15-15-4-28, 15-12-4-28]","This study was supported by the Basic Research Program of the Presidium of the Russian Academy of Sciences, project nos. 15-15-4-28 and 15-12-4-28).",,65,0,0,0,2,PLEIADES PUBLISHING INC,MOSCOW,"PLEIADES PUBLISHING INC, MOSCOW, 00000, RUSSIA",1067-4136,1608-3334,,RUSS J ECOL+,Russ. J. Ecol.,MAR,2016,47,2,,,,,167,178,,,,12,Ecology,Environmental Sciences & Ecology,DI3CP,,,,,9/23/21,,9/23/21
